Text,Label
this paper addresses motion control of a cooperative intelligent transport system c its of nonholonomic mobile robots navigating a dynamic environment while maintaining a locally rigid formation we consider the design of acceleration based control inputs that govern the motion of cooperative intelligent transport system c its using the artificial potential fields method for the avoidance of obstacles and attraction to designated targets the control scheme utilizes a new leader follower strategy using cartesian coordinates to accomplish a collision free locally rigid formation of an autonomous and intelligent transportation system the concepts of virtual parking bays and minimum distance technique mdt are utilized to attain prescribed orientations of the formation at the final destination the robustness of the control scheme is established by considering the effect noise on the formation while the effectiveness of the proposed nonlinear control laws is demonstrated through computer simulations 2018 krishna raghuwaiya et al intelligent robots intelligent systems traffic control acceleration based control artificial potential fields method dynamic environments intelligent transport systems intelligent transportation systems non holonomic mobile robots nonlinear control laws rigid formation control intelligent vehicle highway systems,Tech_Communication
the crisis caused by the covid 19 outbreak has put tourism sustainability in question especially in emerging markets since smart tourism has been widely applied in emerging markets and can support sustainability efforts it is essential to identify the concern and motivation for sustainability and smart tourism in emerging markets this literature study explores the concept implementation and technology utilization of sustainability and smart concepts in tourism the prisma method was used to systematically review the literature by assessing sustainability and smart tourism in emerging markets in the context of methodologies themes research locations and research settings the results show that the previous researchers concern and interest in sustainable tourism and smart tourism research in developing markets are still focused on smartness big data use technology and digital platforms related to the accessibility of tourism destinations meanwhile the use of technology to achieve sustainable conditions is still not widely practiced in emerging markets future research on the smart sustainable tourism locus is prioritized the usefulness of this approach lies in the smart sustainable tourism concept that can increase competitiveness in emerging markets especially for rural and urban areas 2024 the author s published by informa uk limited trading as taylor francis group smart tourism sustainable tourism systematic literature review technology use tourism tourism and the environment tourism development impacts,Data_Analysis
hotel managers and researchers are increasingly interested in artificial intelligence ai and robots which are vital to the future of the hospitality industry however adopting robotic services is challenging due to the current state of the art and insufficient understanding of the relationship between customer satisfaction and robotic services hotels are building a competitive advantage through high technology permeating various service environments this study examined customer perceptions and satisfaction with smart hotels during covid 19 based on online reviews by building a list of smart hotel properties that identifies well performing and poorly performing service quality results highlight the advantages of smart hotels in the tourism environment and provide helpful guidance for hoteliers to apply high technology in the service environment this study examines and demonstrates that the utility of new technologies in a smart hotel at modern times to deal with the challenges of covid 19 and assures precision and speed in service delivery to improve sustained competition and guest experience 2023 the author s published by informa uk limited trading as taylor francis group covid 19 experiential quality service quality unmanned smart hotels,Sustainability
bike sharing systems are an emerging form of sharing mobility in many cities worldwide the travel patterns of users that take advantage of smart devices to ride a shared bicycle in two large cities chicago and budapest have been investigated with analysis of approximately two million transaction data records associated with bike trips made over a three month period in each location several aspects of user travel behavior such as day and time of travel frequency of usage duration of usage seasonal and peak off peak variations major origin destinations have been included in this analysis the results show that in both cities the bike sharing option is a male dominated alternative particularly welcomed by younger groups with the largest share of trips occurring in the afternoon peak appropriate usage of open source big data provides important lessons for successful vehicle sharing models allowing the application of the findings to other cities and mobility options where these systems are still developing springer nature switzerland ag 2019 behavioral research big data carrier mobility open systems urban planning budapest large cities open sources sharing systems smart devices transaction data travel behaviors travel patterns bicycles big data bike sharing systems mobility user travel behavior,Tourism_Experience
purpose a good customer experience means meeting the customer expectation thus unexpected customer experience is usually a good point to initiate improvement or innovation for product or service design attempting to enhance the customer experience in the customer journey this study aims to demonstrate a customer journey centred service design approach to receive the design requirements based on customers needs and to use a systematic approach to generate solutions design methodology approach a holistic service design method named 3e model was proposed it integrates customer experience journey map cxjm the theory of inventive problem solving triz and service assembly and service replacement mechanism into three design stages in stage 1 cxjm is enhanced with emotional range analysis to identify the customer pain points as well as customers requirements crs in exhibition tourism and hotel sectors for initializing service design stage 2 investigates the specific design requirements drs of the smart exhibition system and the contradictions then the innovative principles were analyzed in stage 3 expected exhibition service system was designed findings the new service system which named the smart expo system based on information and communication technology ict is proposed it consists of tourism link assists i kaohsiung hotel service center smart aec and o2o e tickets originality value the proposed 3e model builds a systematic and coherent design method for the smart exhibition service area it provides the linkage and action oriented guidance from customer pain points service parameters innovative principles to solutions 2020 emerald publishing limited customer experience journey map service design theory of inventive problem solving exhibitions product design sales tourism customer expectation customer experience customer experience journeys design methodology approach information and communication technologies service parameters service systems theory of inventive problem solving service industry,Sustainability
purpose the purpose of this paper is to offer a discussion definition and comprehensive conceptualization of the smart service experience i e the way guests and customers in hospitality and tourism experience and value the use of personalized and pro active services that the intelligent use of data and technology enable design methodology approach based on prior research on service experience smart services and the differences between regular and smart services this paper develops a conceptual framework in which the smart service experience is the central construct findings the characteristics of smart services the intelligent anticipatory and adaptable use of data and technology permit customers to experience services that previous conceptualizations of the service experience could not capture the smart service experience provides empowerment a seamless experience enjoyment privacy and security and accurate service delivery the paper also discusses challenges that service firms face in employing smart services and proposes a future research agenda practical implications both academics and practitioners expect smart services to revolutionize many industries such as tourism and hospitality therefore research is needed to help understand the way customers experience smart services what values they derive from them and the way service firms can employ them sensibly to enhance customers experiences originality value this paper synthesizes insights from the literature on customer experience smart services and co creation into a conceptualization of the smart service experience and distinguishes it from previous conceptualizations of regular services 2019 emerald publishing limited customer experience smart service experience smart services technology,Sustainability
film and television production has increasingly resulted in ways to promote destinations which leads to an increase of visitor numbers to such sites and in turn expanding the concept of screen induced travel in academic discourse this study begins with a review of the literature which shows that tourism induced by film and television is a phenomenon of global significance however the screen tourism experience is still an emerging area of study which implies that its future research agenda might well focus on a range of themes and needs among themes and needs the authors aim to explore the psychology of film tourism media consumption and innovative technologies which provides a clear example of the early stages of cross disciplinary study which also highlight the need to apply rigorous methodologies for the development of screen based tourism evidence suggests these methodologies should lead to i improve the measurement of impacts and legacy for selected sites destinations and their communities ii the identification of factors and criteria for the selection of destinations for film and tv production iii the detection of the most relevant trends within screen tourism and iv the potential complementarities between screen tourism and other niche tourism segments in europe and around the world the literature review is focused on the screen tourism paying as special attention to the unesco sites and destinations which are the target of the eu funded project famous film festivals and movie tourism at unesco sites the project has been chosen as the research case study as an example of best practice aimed to develop a methodology based upon the integration between the tourism industry and film and tv productions and movie festivals which aims to develop a smart movie tourism product based upon itineraries where communities and relevant stakeholders are actively involved from the beginning of the process in this context selected unesco sites and destinations are promoted as cases in line with sustainability development principles 2019 springer nature switzerland ag destinations festival screen tourism sites sustainability unesco,Data_Analysis
different voices may have persuasive effects on individuals decision making processes however in the tourism context little attention has been paid to online paid tour guide audio this study investigates how the voice characteristics of tour guide audio play a persuasive role in tourist purchase decisions drawing on the stereotype content model we identify two voice characteristics perceived warmth and competence we then extract them from tour guide audio using speech processing and deep learning techniques our results show that perceived warmth and competence are positively related to tourist purchase decisions the contingency effects further indicate greater warmth perception for female tour guides and greater competence perception for male tour guides in addition drawing on the value co creation paradigm we imply that perceived warmth is more salient for nonprofessionals such as scholars cultural celebrities and even tourists themselves whereas perceived competence is more salient for professionals such as tour guides this study represents pioneering work in ai based sonic analysis in the tourism context and offers practical implications for tour guides on how to design their online tour guide audio and enhance tourist purchase decisions 2024 the authors deep learning online paid tour guide audio perceived competence perceived warmth speech processing voice characteristics,Sustainability
purpose in this study the author aimed to measure the effect of customer loyalty on customer citizenship behavior as well as the effect of experience value perceptions of tourist railway journey customers on customer loyalty within the scope of social exchange theory design methodology approach the author obtained data from 126 participants who had experienced the tourist railway adventure through random sampling in the next stage the author extracted the data obtained with the bootstrapping sample technique to 5 000 samples the author analyzed these obtained data with the pls sem model with the smart pls 3 software findings the results of the research show that the most important experience value dimension that creates loyalty in the touristic railway journey is the emotional value dimension the second important dimension is the hedonic value dimension and other experience value dimensions did not have any effect on customer loyalty intention levels in addition an important result of the study is that loyal customers mostly intend to advise other customers and relatively less of them intend to give feedback to the firm research limitations implications the fact that the concepts of touristic railway journeys are different due to the nature of tourism is an important limitation of the study which is only for individuals who have experienced the touristic eastern express the fact that the touristic eastern express is a long journey and stops at many destinations on its arrival and departure route can affect customers perceptions of the experience value practical implications the values that create customer loyalty in the touristic railway journey are mostly emotional and hedonic values in addition customers who are loyal as a result of this journey are more intent on advising other customers than giving feedback to the firm originality value the study was carried out on the customers of the touristic eastern express which started its activities in 2019 ensuring customer loyalty for the sustainability of this trend has significant tourism potential afterwards the transformation of customer loyalty into customer citizenship has a very important place in addition as far as we have examined the literature the absence of similar studies in the tourism sector is an indicator of the study s originality considering these data it is expected that the study will fill an important gap in terms of both sectoral and academic 2022 emerald publishing limited customer citizenship customer experience touristic railway journey touristic railway tourism sales tourism customer citizenship customer citizenship behaviors customer experience customer loyalty experience values hedonic values touristic railway journey touristic railway tourism value dimensions value perceptions railroads,Sustainability
kingdom of saudi arabia receives a large number of pilgrims in the pilgrimage season it is one of the places that the organizational process inside the holy palace is very difficult mission as known crowding occurred in different places and roads sometimes it could be dangerous for people in these places this paper aims to implement a smart system to sense and control the crowd flow the main goal of this system is to minimize the danger possibility from the crowded places by designing and implementing a piezoelectric material under certain selection and building criteria to notify and warn the pedestrians about traffics in front of them then guide them to alternative roads to reach the same destination and minimize the main road flow this will minimize the number of people in the traffic areas the system depends on the piezoelectric sensors 7bb 20 6 to sense the human flows and make a price decisions to increase the pedestrians safety in the crowding areas the experimental results show that the proposed system is efficient in counting the humans movements as well as deciding what is the best movements to avoid accidents international research publication house control unit piezoelectric pzt sensor smart system,AI_Tourism
multi sensor data collection and the centralized analysis platform based on the computer aided nursing sports intelligent system is designed in this paper for the designed system the core technologies contain the 2 aspects 1 according to this feature through the method of establishing and maintaining the task allocation table all computing nodes read the task allocation table and determine the data processing method result message destination and other information that this node should process so as to realize the dynamic load balancing of the real time cluster system 2 the sender maintains a timer and saves the most recently sent data packets if the sender does not receive an acknowledgment packet from a member node in the cluster system within a specified time the sender considers the node to be faulty the disadvantage is that under normal communication conditions a large number of the confirmation messages occupy the communication bandwidth the system is applied to the computer aided nursing sports intelligent platform and the results are tested 2022 ieee cluster analysis computer aided analysis data acquisition intelligent systems nursing centralised centralized analyse platform clusters system computer aided computer aided nursing core technology multi sensor data sensor data collections sport intelligentsystem task allocation sports centralized analysis platform computer aided nursing multi sensor data sports intelligentsystem,Algorithmic_Models
social perception and acceptance are crucial for the large scale adoption of autonomous vehicles avs using the theoretical lens of the mobilities paradigm this study explored the social meanings cultural practices and structure of feelings that could influence adoption and use of avs in new zealand nz cities the data were collected from public nz facebook pages during the period 2015 2020 when the av debate gained momentum qualitative content analysis was conducted for a dataset drawn from 57 facebook posts with over 4200 comments the findings show that avs are associated with meanings of safety un employment freedom and control the findings show how a society s car culture influences the adoption and ownership of avs they also show how avs may increase productivity by introducing new practices while on the move such as eating applying makeup reading or working suggesting that travel time in avs is not dead time the findings also uncover new aspects of how and why the public could develop trust in avs overall nz society tends to be inclined towards accepting avs with lower automation levels to maintain the pleasure of driving and allow the exploration of unplanned destinations this study contributes to the mobilities paradigm by enriching our understanding of the diversified meanings and competencies associated with the adoption of avs and draws attention to ways in which social meanings could be incorporated in av policy interventions to better inform urban planning and infrastructure decisions that would shape the smart cities of the future 2022 autonomous vehicles facebook mobilities paradigm new zealand social practices trust new zealand infrastructure social media travel time unmanned vehicle urban planning urban society,Sustainability
this study investigates changes in tourists preferences for destination choice in the context of the covid 19 pandemic using a scenario based intertemporal hybrid choice model the empirical results indicate that tourists emphasized medical services hygiene conditions and smart tourism when selecting tourist destinations during the pandemic but were more concerned with attractions and service quality when the pandemic eased the preference structure at various stages of the pandemic differed greatly for tourists who strongly engaged in counterfactual thinking individuals who perceived increased risks tended to select alternative destinations to those they had previously visited the results also show that tourist choice behavior in this context can be explained by reference dependence and loss aversion as underlined by prospect theory 2023 the authors covid 19 economic impact pandemic preference behavior risk perception tourist behavior tourist destination counterfactual thinking covid 19 destination choice hybrid choice prospect theory risk perception,Tema_0
this paper investigates privacy concerns in smart tourism in which personal data fuels systems and services developed to enhance tourists experiences a mixed methods approach involving semi structured interviews n 34 and a survey among travellers from the uk and spain n 1 019 was adopted findings from the qualitative study suggest that privacy concerns in smart tourism are built on preceding factors including risk associated with use of different types of technology past experiences with data misuse and unawareness of data management practices to cope with these tourists adopt different strategies to protect their data results from the quantitative study reveal that privacy concerns influence actual behaviours and limit data disclosure different agents managing tourists personal data generate varying levels of privacy concerns these findings have critical implications for tourism organizations and policy makers posing the need to rethink the ramifications of smart tourism development for tourists and to devise appropriate strategies to address them 2021 informa uk limited trading as taylor francis group spain united kingdom data management management practice risk factor strategic approach tourism development tourist behavior information privacy personal data privacy concerns smart tourism technology impact,Sustainability
the rapid development of information communication technologies and the diverse value co creation processes are affecting and enhancing the interactive processes between actors in dynamic networks and e tourism to understand the conceptual development of value co creation and how technology creates new opportunities to facilitate and enhance experiences within a tourism system this chapter provides an overview of the literature aiding the understanding of co creation in a context of dynamic networks and e tourism co creative processes for value creation are increasingly adopted to create and enhance engaging and meaningful service experiences and complex tourism networks operate dynamically to facilitate the actor interactions dialogue and learning recognizing the significance of co creation the concluding integrative framework builds on the conceptual shift from service dominant to customer dominant logic promoting the central role of the customer in the value creation and tourism experience processes future developments are discussed in relation to the increasing and widespread use of ict constituting e tourism development which is transforming the dynamic networks moving them toward digitally augmented smart interconnectivity and deeper value co creation springer nature switzerland ag 2022 customer dominant logic dynamic networks e tourism service dominant logic tourism experience value co creation,Data_Analysis
visual content has become an integral component of consumers experience sharing people increasingly search for visual content posted by others prior to making purchase decisions this work adopts a systematic review methodology to examine user generated photo related tourism and hospitality research published in academic journals between 2006 and 2021 by topics methods and theoretical underpinnings the 106 articles analyzed fall under four themes 1 motivation for photo sharing 2 tourists destination image perception 3 tourists spatiotemporal behavior and 4 impact of user generated photos analytical methods have progressed in their abilities to collect process and analyze large volumes of imagery data techniques range from traditional manual qualitative content semiotic analysis to advanced spatial analysis and artificial intelligence based quantitative approaches theoretical development has varied topically given the descriptive nature of research questions in some domains a multi dimensional framework is developed to offer a holistic view of the progress limitation and future directions for user generated photo research 2023 elsevier ltd systematic literature review thematic analysis theoretical progression user generated photos visual data hospitality industry literature review research tourism development tourism management tourist behavior tourist destination,Data_Analysis
tourism sector is one of the most important in countries economy and the use of artificial intelligence is a key to enhance its development colombia has great tourist attractions however it was framed by confiict situations that prevent about exploiting its potential in areas that after the signing of the peace accords have found growth in this study machine learning algorithms will be used to make predictions about tourism in the most affected departments or states by the confiict antioquia caquetá santander and magdalena based on the results of internal spending s survey on tourism carried out in 2020 by the national department of statistics a multiple linear regression model was applied to predict the total expenditure of a tourist on a trip as well as four algorithms that allowed predicting if a traveler is going to stay overnight on his next trip which permitted to determine for the case study the random forests algorithm has the greatest precision to define strategies that respond to the needs of tourists 2023 universidade de aveiro all rights reserved decision tree machine learning overnight stay random forest tourism spending,Tourism_Experience
the notion of smart tourism has gained global attention and with that scholars and practitioners have started to pose the question how to intentionally design tourist experiences that are smart while the early smart tourism literature has focused on the technological qualities of smartness more recent work has started to draw attention to human and experiential aspects within smart tourism developments this chapter aims to offer a discussion of how to design experience in the smart tourism destination the chapter provides an interdisciplinary review of the literature by bridging insights from smart tourism tourist experience value co creation and human centred experience design the chapter makes a contribution by developing a practical experience design roadmap that through a series of questions guides the design of more human centred experiences in the smart tourism ecosystem 2022 selection and editorial matter richard sharpley individual chapters the contributors No Keywords,Data_Analysis
radical developments in information and communication technologies ict have widely affected urban sectors including cultural tourism furthermore ict have influenced modern spatial planning practices and have contributed to the advancement of interactive web gis technologies that create new challenges and opportunities for spatial data management and potential for stakeholders engagement in planning the convergence of culture tourism and ict developments in ict enabled planning and interactive web gis technologies have offered new opportunities for collaborative cultural planning in such a context the scope of this paper is to combine ict enabled planning related principles cultural mapping crowdsourcing data management tools and spatial models in an integrated framework serving heritage led development objectives focus is placed on broadening cultural planning perspectives through strengthening stakeholders engagement in the process of sustainably managing local assets and designing cultural tourism products that spread benefits to the local economy and reboot development processes the study attempts to illustrate the added value of mature ict enabled approaches tools and technologies in the cultural tourism sector reflecting the increasing smart tourism interest and applications that flourish in a smart city context 2018 the society of urban technology e participation planning crowdsourcing cultural tourism planning heritage led smart urban development interactive web gis crowdsourcing cultural heritage gis heritage tourism information and communication technology participatory approach smart city tourism management urban development urban planning,Data_Analysis
